_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence
1657978946,FALSE,finalized,3,04/03/18 21:45,"""110""",1,0.6612,"""111""",1,1,Sat Jun 01 07:11:44 +0000 2013,3.41E+17,capital city rocked by police crackdown on solidarity protest with gezi park httpAddress via usrId,1,1
1657978948,FALSE,finalized,3,04/04/18 09:23,"""011""",1,0.6684,"""111""",1,1,Tue Jun 04 02:24:02 +0000 2013,3.42E+17,rt usrId turkish #occupygezi protesters dress to protect themselves from teargas photos #turkey live blog httpAddress,1,1
1657978950,FALSE,finalized,3,04/06/18 13:01,"""100""",0,0.6639,"""111""",1,1,Thu Jun 13 13:50:47 +0000 2013,3.45E+17,rt usrId announcement in gezi the police are getting ready put on your masks httpAddress #occupygezi,1,0
1657978951,FALSE,finalized,3,04/03/18 18:45,"""nan""",,,"""000""",0,1,Thu Jun 06 17:56:21 +0000 2013,3.43E+17,now its my time #yns #akp,0,0
1657978952,FALSE,finalized,3,04/03/18 18:58,"""000""",0,1,"""111""",1,1,Sat Jun 15 09:24:22 +0000 2013,3.46E+17,dtn world news turkish protesters vow to stay put turkish protesters vow to continue occupying istanbul s httpAddress httpAddress,1,0
1657978954,FALSE,finalized,3,04/03/18 17:29,"""00""",0,0.6667,"""101""",1,0.6667,Thu Jun 13 20:20:47 +0000 2013,3.45E+17,rt usrId taksim now httpAddress,0,0
1657978955,FALSE,finalized,3,04/06/18 15:06,"""0""",,0,"""010""",0,0.6639,Thu Jun 06 03:56:25 +0000 2013,3.42E+17,rt usrId the DD most epic photos from turkey s protests so far httpAddress,1,0
1657978956,FALSE,finalized,3,04/03/18 17:04,"""nan""",,,"""000""",0,1,Tue Jun 04 22:28:08 +0000 2013,3.42E+17,rt usrId this horse from turkey was announced the most beautiful horse in the world httpAddress,0,0
1657978959,FALSE,finalized,3,04/04/18 08:50,"""00""",0,0.6684,"""011""",1,0.6684,Sun Jun 02 06:08:34 +0000 2013,3.41E+17,rt usrId erdogan for every 100 00 protesters i will bring out a million from my party httpAddress lol he sounds like m,1,0
1657978961,FALSE,finalized,3,04/06/18 12:00,"""000""",0,1,"""111""",1,1,Mon Jun 17 15:29:27 +0000 2013,3.47E+17,rt usrId taken by a friend in tunel httpAddress god theboy noticed barely in time startedrunning amp ,0,0
1657978962,FALSE,finalized,3,04/07/18 17:12,"""nan""",,,"""000""",0,1,Sat Jun 01 20:04:41 +0000 2013,3.41E+17,so true rt aliabunimah suddenly a lot of turkey experts on twitter !,0,0
1657978963,FALSE,finalized,3,4/18/2018 05:38:29,"""nan""",,,"""000""",0,1,Mon Jun 03 13:22:50 +0000 2013,3.42E+17,#turkey is scary for #mb because it shows that even if they do the unlikely amp ,0,0
1657978964,FALSE,finalized,3,04/07/18 15:21,"""00""",0,0.6667,"""011""",1,0.6667,Sat Jun 15 17:29:11 +0000 2013,3.46E+17,rt usrId turkey top trend after erdogan s latest speech #1milyonyarintaksime 1milliontotaksimtomorrow,0,0
1657978966,FALSE,finalized,3,4/22/2018 12:51:41,"""nan""",,,"""000""",0,1,Sat Jun 22 13:18:07 +0000 2013,3.48E+17,usrId usrId yeah seriously im tired of oats ground turkey chicken and httpAddress if i don t have a burger or burrito soon ill die,0,0
1657978967,FALSE,finalized,3,04/06/18 12:54,"""000""",0,1,"""111""",1,1,Mon Jun 03 12:17:58 +0000 2013,3.42E+17,protesters setting up tents in the field of httpAddress #taksim #blockupy #istanbul #revolution # httpAddress,1,0
1657978968,FALSE,finalized,3,4/21/2018 17:56:14,"""00""",0,0.6609,"""011""",1,0.6609,Sat Jun 01 02:07:09 +0000 2013,3.41E+17,rt usrId 4 00am bosphorus httpAddress people crossing on foot to join #occupygezi via usrId httpAddress,1,0
1657978969,FALSE,finalized,3,04/03/18 19:41,"""nan""",,,"""000""",0,1,Mon Jun 17 20:16:02 +0000 2013,3.47E+17,turkeys prime minister accuses cnn bbc of fabricating news httpAddress via usrId sure that s exactly it . httpAddress,1,0
1657978973,FALSE,finalized,3,04/06/18 12:16,"""0""",,0,"""010""",0,0.6639,Sat Jun 01 08:11:48 +0000 2013,3.41E+17,rt usrId usrId this is not a spring for turkey already has httpAddress but it needs a more liberal and participatory,0,0
1657978974,FALSE,finalized,3,04/06/18 15:00,"""111""",1,1,"""111""",1,1,Tue Jun 11 18:54:49 +0000 2013,3.45E+17,rt usrId police attacking #taksim #occupygezi #direngeziparki #istanbul #turkey 344528167492521985 tue jun DD 18 54 50 00 2013 belieber3b wait !! you ll come to turkey ?! d 344528176891957248 tue jun DD 18 54 53 00 2013 rt usrId photo clashes continue in #taksim square between turkish police and protesters httpAddress httpAddress jun DD 18 54 55 00 2013 in pictures turkish clashes police move in on protesters in taksim square httpAddress jun DD 18 54 58 00 2013 update #turkey httpAddress #direntaksim #occupygezi 344528205878804481 tue jun DD 18 54 59 00 2013 rt usrId as wind clears out gas demonstrators httpAddress its back and httpAddress #taksim #turkey httpAddress,1,1
1657978975,FALSE,finalized,3,04/03/18 21:51,"""nan""",,,"""000""",0,1,Fri Jun 14 13:41:41 +0000 2013,3.46E+17,usrId hey move those chicken wings turkey !,0,0
1657978976,FALSE,finalized,3,04/07/18 16:46,"""11""",1,0.6667,"""101""",1,0.6667,Sun Jun 16 13:15:34 +0000 2013,3.46E+17,rt usrId oh httpAddress just vitamins then ? usrId istanbul governor says they put medicine not chemicals in sprayed httpAddress #occupyg,1,0
1657978978,FALSE,finalized,3,04/03/18 21:04,"""0""",,0,"""001""",0,0.6757,Thu Jun 06 21:59:11 +0000 2013,3.43E+17,news by yahoo erdogan returns to face protests in turkey ankara turkey ap turkey s prime minister was httpAddress httpAddress,1,0
1657978979,FALSE,finalized,3,04/03/18 19:37,"""000""",0,1,"""111""",1,1,Sat Jun 01 20:32:43 +0000 2013,3.41E+17,rt usrId a widely circulated photo from the protests in turkey is actually from a marathon httpAddress httpAddress,1,0
1657978980,FALSE,finalized,3,4/23/2018 09:30:58,"""000""",0,1,"""111""",1,1,Sat Jun 01 15:07:52 +0000 2013,3.41E+17,geez rt soipl my friend in #istanbul just sent me this image frm the #occupygezi httpAddress,1,0
1657978981,FALSE,finalized,3,04/03/18 21:22,"""nan""",,,"""000""",0,1,Fri Jun 14 11:52:55 +0000 2013,3.46E+17,rt usrId the real champion is trabzonspor for 2010 2011 season in turkey #occupyuefaandstopmatchfixers usrId usrId,0,0
1657978982,FALSE,finalized,3,04/04/18 09:19,"""00""",0,0.6658,"""110""",1,0.6658,Tue Jun 04 19:41:58 +0000 2013,3.42E+17,rt usrId the people of turkey are fighting for httpAddress read this report from usrId friend in taksim sq istanbul httpAddress,0,0
1657978986,FALSE,finalized,3,04/03/18 21:25,"""0""",,0,"""100""",0,0.6594,Sun Jun 02 17:11:23 +0000 2013,3.41E+17,istanbul united since httpAddress #galatasaray #fenerbahce #besiktas #united #occupygezi #occupytaksim httpAddress,0,0
1657978990,FALSE,finalized,3,04/03/18 22:16,"""000""",0,1,"""111""",1,1,Sat Jun 01 16:06:55 +0000 2013,3.41E+17,rt usrId erdogan s speech sounds almost absurdly provocative and combative towards the httpAddress scary and httpAddress #oc,0,0
1657978992,FALSE,finalized,3,04/03/18 21:07,"""nan""",,,"""000""",0,1,Fri Jun 21 05:14:57 +0000 2013,3.48E+17,our tees arrives to the brandcelona s httpAddress #turkey #welovebdcn #tees httpAddress,0,0
1657978995,FALSE,finalized,3,04/07/18 17:00,"""111""",1,1,"""111""",1,1,Sun Jun 16 13:49:56 +0000 2013,3.46E+17,police caught adding pepper spray chemicals to water in water cannons #occupygezi httpAddress #direnturkiye #occupyturkey #ows,1,1
1657978998,FALSE,finalized,3,04/09/18 20:53,"""010""",0,0.6667,"""111""",1,1,Sat Jun 08 16:48:19 +0000 2013,3.43E+17,rt usrId thousands of protesters dig in for weekend of demonstrations at #taksim httpAddress httpAddress #occupygezi,1,0
1657979001,FALSE,finalized,3,04/03/18 22:42,"""10""",0,0.3342,"""011""",1,0.6631,Sat Jun 01 07:41:46 +0000 2013,3.41E+17,rt usrId bruce willis let everyone httpAddress in turkey is not httpAddress people dying on the streets ? turkey is suffering ! #dayan,0,0
1657979002,FALSE,finalized,3,04/04/18 09:41,"""0""",,0,"""100""",0,0.6667,Tue Jun 11 11:25:39 +0000 2013,3.44E+17,rt usrId are you in taksim square ? share your httpAddress with us ! httpAddress,0,0
1657979003,FALSE,finalized,3,04/03/18 22:42,"""000""",0,1,"""111""",1,1,Sat Jun 22 16:36:23 +0000 2013,3.48E+17,rt usrId taksim httpAddress usrId usrId #direnankara #occupygezi #revolution #direngezi #killererdogan #turke htt,0,0
1657979005,FALSE,finalized,3,04/03/18 21:04,"""nan""",,,"""000""",0,1,Sun Jun 16 18:11:02 +0000 2013,3.46E+17,rt usrId a lawyer taken into custody in istanbul law httpAddress justice is not blind but dead httpAddress usrId httpAddress,0,0
1657979006,FALSE,finalized,3,4/21/2018 18:05:25,"""000""",0,1,"""111""",1,1,Mon Jun 03 19:51:44 +0000 2013,3.42E+17,urgent petition pressuring erdoan to stop the crackdown and the destruction of gezi httpAddress join me #occupygezi httpAddress,1,0
1657979007,FALSE,finalized,3,04/03/18 21:57,"""101""",1,0.664,"""111""",1,1,Fri May 31 19:56:02 +0000 2013,3.41E+17,police attack protesters in istanbuls taksim square #direngezi #gallery #nyt httpAddress,1,1
1657979009,FALSE,finalized,3,04/07/18 17:04,"""000""",0,1,"""111""",1,1,Sat Jun 15 14:08:35 +0000 2013,3.46E+17,rt usrId turkish protesters vow to continue occupying istanbul s gezi park despite the pm s pledge to halt redevelopment plan http,1,0
1657979010,FALSE,finalized,3,04/07/18 17:14,"""nan""",,,"""000""",0,1,Mon Jun 10 20:22:21 +0000 2013,3.44E+17,having turkey mems with the fam can t believe it s been nearly a year miss it,0,0
1657979013,FALSE,finalized,3,4/27/2018 17:17:46,"""nan""",,,"""000""",0,1,Sat Jun 08 19:59:12 +0000 2013,3.43E+17,them rib n turkey tips was i was in love !!,0,0
1657979015,FALSE,finalized,3,04/03/18 21:29,"""nan""",,,"""000""",0,1,Fri Jun 07 21:50:40 +0000 2013,3.43E+17,it is possible to get something decent at httpAddress turkey burger D chicken tenders side salad DD cals,0,0
1657979017,FALSE,finalized,3,04/06/18 12:26,"""000""",0,1,"""111""",1,1,Sat Jun 01 15:21:37 +0000 2013,3.41E+17,rt usrId aerial view from #taksim square at 5pm #occupygezi #direngeziparki #turqua httpAddress usrId httpAddress,0,0
1657979018,FALSE,finalized,3,04/03/18 22:42,"""111""",1,1,"""111""",1,1,Sat Jun 01 00:17:09 +0000 2013,3.41E+17,rt usrId #occupygezi protests turn violent as police attack peaceful protesters in istanbul httpAddress via usrId #,1,1
1657979020,FALSE,finalized,3,04/07/18 16:21,"""000""",0,1,"""111""",1,1,Thu Jun 13 19:11:09 +0000 2013,3.45E+17,#turkey live with avi at gezi park httpAddress u feel the humanism in the park and the terror and fear outside the park,0,0
1657979021,FALSE,finalized,3,04/03/18 17:47,"""000""",0,1,"""111""",1,1,Thu Jun 13 22:53:19 +0000 2013,3.45E+17,rt usrId live from taksim square httpAddress,0,0
1657979022,FALSE,finalized,3,04/06/18 14:46,"""00""",0,0.6695,"""110""",1,0.6695,Tue Jun 04 12:07:01 +0000 2013,3.42E+17,my father told me when i was young riots are httpAddress it means httpAddress #occupygezi,1,0
1657979023,FALSE,finalized,3,4/21/2018 18:00:56,"""0""",,0,"""001""",0,0.6783,Mon Jun 10 07:41:11 +0000 2013,3.44E+17,rt usrId why turkey s mainstream media chose to show penguins rather than protests kerem oktem httpAddress,0,0
1657979026,FALSE,finalized,3,04/06/18 12:54,"""nan""",,,"""000""",0,1,Mon Jun 24 10:22:20 +0000 2013,3.49E+17,i ve come all the way to turkey and still i find myself in the same place as a fucking #reddawg,0,0
1657979028,FALSE,finalized,3,4/21/2018 18:03:22,"""000""",0,1,"""111""",1,1,Sat Jun 15 19:12:51 +0000 2013,3.46E+17,many asthma and allergy sufferers at divan hotel waiting for help ! doctors needed #occupygezi,1,1
1657979034,FALSE,finalized,3,04/07/18 16:42,"""101""",1,0.6667,"""111""",1,1,Tue Jun 04 19:42:38 +0000 2013,3.42E+17,#turkey imported DD tons of tear gas 21 million pepper spray in DD years mainly from us #brazil httpAddress #occupygezi,1,0
1657979036,FALSE,finalized,3,04/07/18 09:50,"""1""",,0,"""001""",0,0.6767,Mon Jun 03 15:54:19 +0000 2013,3.42E+17,right now dozens injuried in kizillay httpAddress httpAddress #direnankara via usrId,1,1
1657979037,FALSE,finalized,3,4/23/2018 13:28:02,"""011""",1,0.6609,"""111""",1,1,Fri May 31 21:49:59 +0000 2013,3.41E+17,turkey protests spread after violence in istanbul over park demolition #direngezipark #ocuppygezi httpAddress,1,1
1657979038,FALSE,finalized,3,04/03/18 18:13,"""1""",,0,"""001""",0,0.6612,Mon Jun 03 19:21:16 +0000 2013,3.42E+17,#amanpour there are no liberals here ! people who are trying to provoke or throwing rocks topolice are actually organized by httpAddress,0,0
1657979040,FALSE,finalized,3,04/03/18 22:30,"""0-11""",0,0.336,"""111""",1,1,Sat Jun 15 20:51:04 +0000 2013,3.46E+17,rt usrId #erdogan s police is burning wish tree at #gezipark httpAddress but can t burn our hope #occupytree,1,1
1657979041,FALSE,finalized,3,04/04/18 09:16,"""01""",1,0.3342,"""110""",1,0.6658,Sat Jun 01 14:23:03 +0000 2013,3.41E+17,dozens injured as tear gas fired at protesters opposing revamp of #istanbul s #taksim square httpAddress,1,1
1657979042,FALSE,finalized,3,04/07/18 15:36,"""nan""",,,"""000""",0,1,Tue Jun 25 12:55:25 +0000 2013,3.50E+17,gezi 4 httpAddress mehmet ali alabora s lies and accusations about turkiye and turkish police on cnn http httpAddresshttpAddresst . cohttpAddressek0es14gbt,1,1
1657979043,FALSE,finalized,3,4/22/2018 12:51:41,"""nan""",,,"""000""",0,1,Thu Jun 06 12:26:26 +0000 2013,3.43E+17,travel planning for family and group tours to spain italy greece httpAddress httpAddress enjoy mediterranean !,0,0
1657979044,FALSE,finalized,3,04/07/18 15:21,"""000""",0,1,"""111""",1,1,Fri May 31 22:16:49 +0000 2013,3.41E+17,rt usrId ppl say we won t sleep tonight and we won t let those robocops sleep httpAddress #occupygezi,1,0
1657979048,FALSE,finalized,3,5/16/2018 12:47:55,"""nan""",,,"""000""",0,1,Sat Jun 22 12:41:06 +0000 2013,3.48E+17,ml 1.7 western turkey httpAddress,0,0
1657979050,FALSE,finalized,3,04/03/18 22:42,"""0""",,0,"""100""",0,0.6631,Tue Jun 04 16:56:51 +0000 2013,3.42E+17,rt usrId white house calls for calm in turkey as protests rage on httpAddress,1,0
1657979051,FALSE,finalized,3,4/22/2018 18:26:55,"""nan""",,,"""000""",0,1,Fri Jun 07 16:47:12 +0000 2013,3.43E+17,turkey httpAddress,0,0
1657979056,FALSE,finalized,3,04/03/18 21:27,"""000""",0,1,"""111""",1,1,Sun Jun 23 19:45:32 +0000 2013,3.49E+17,#halktv candir #direngaziparki,0,0
1657979058,FALSE,finalized,3,4/22/2018 12:35:10,"""nan""",,,"""000""",0,1,Sat Jun 01 18:32:24 +0000 2013,3.41E+17,rt usrId syria rebukes turkey over protest violence httpAddress,0,0
1657979059,FALSE,finalized,3,04/03/18 17:29,"""100""",0,0.6721,"""111""",1,1,Sat Jun 08 17:20:30 +0000 2013,3.43E+17,rt usrId taksim now #direngeziparki httpAddress no words just wow ! #occupygezi via usrId,0,0
1657979061,FALSE,finalized,3,04/04/18 08:48,"""nan""",,,"""000""",0,1,Mon Jun 03 19:04:26 +0000 2013,3.42E+17,rt usrId my video take on the last few days in istanbul httpAddress,0,0
1657979062,FALSE,finalized,3,04/06/18 14:35,"""000""",0,1,"""111""",1,1,Thu Jun 06 12:37:30 +0000 2013,3.43E+17,sunny morning in the encampment of #izmir httpAddress maana soleada en acampada #izmir #direnizmir #occupygezi httpAddress usrId http httpAddresst.co vjow9r4a0v,0,0
1657979067,FALSE,finalized,3,04/04/18 09:10,"""111""",1,1,"""111""",1,1,Fri May 31 20:05:41 +0000 2013,3.41E+17,rt usrId frightening photos of police violence at istanbul s #occupygezi protests httpAddress #turkey #occupytaksim,1,1
1657979068,FALSE,finalized,3,4/22/2018 12:54:24,"""nan""",,,"""000""",0,1,Tue Jun 25 20:58:18 +0000 2013,3.50E+17,the shit y all moms buy y all and keep in the httpAddress fucking turkey bacon ? y all niggas are httpAddress worst idea httpAddress,0,0
1657979069,FALSE,finalized,3,04/06/18 14:46,"""nan""",,,"""000""",0,1,Sun Jun 16 23:07:02 +0000 2013,3.46E+17,usrId son i think i offended the whole of turkey mentions are in shambles lmaoo,0,0
1657979072,FALSE,finalized,3,04/03/18 21:23,"""0""",,0,"""001""",0,0.6622,Wed Jun 05 14:02:09 +0000 2013,3.42E+17,rt usrId media savvy protest crowdfunding statement amp ,0,0
1657979074,FALSE,finalized,3,04/03/18 21:12,"""111""",1,1,"""111""",1,1,Sun Jun 16 11:27:32 +0000 2013,3.46E+17,rt usrId amnesty press release on #turkey police violence secret detentions arrest of doctors #direngeziparki #occupygezi http,1,1
1657979076,FALSE,finalized,3,04/03/18 22:42,"""nan""",,,"""000""",0,1,Fri Jun 21 20:38:38 +0000 2013,3.48E+17,veggies stuffed egg white muffins wrapped in turkey httpAddress on flatout yummy !! #curvyfitness httpAddress,0,0
1657979077,FALSE,finalized,3,04/04/18 09:42,"""111""",1,1,"""111""",1,1,Sat Jun 01 19:03:47 +0000 2013,3.41E+17,rt usrId this needs confirmation httpAddress in #ankara one police used his gun and shot a citizen #occupygezi,1,1
1657979080,FALSE,finalized,3,4/22/2018 12:57:46,"""1""",,0,"""001""",0,0.6783,Sat Jun 01 20:39:45 +0000 2013,3.41E+17,rt usrId cnn international correspondent usrId is covering the growing protests in httpAddress cnn turk showing music videos an,1,0
1657979081,FALSE,finalized,3,04/07/18 09:15,"""0""",,0,"""001""",0,0.6648,Sat Jun 22 16:05:42 +0000 2013,3.48E+17,rt usrId sound of silence taksim square httpAddress,1,0
1657979082,FALSE,finalized,3,04/03/18 18:08,"""nan""",,,"""000""",0,1,Sun Jun 23 23:19:45 +0000 2013,3.49E+17,usrId ts wrong mr. httpAddress next week in turkey you will learn all the httpAddress,0,0
1657979084,FALSE,finalized,3,4/22/2018 12:44:15,"""001""",0,0.6783,"""111""",1,1,Sun Jun 02 18:38:48 +0000 2013,3.41E+17,rt usrId good read but get s it wrong on the kurds muftah why the gezi park protests do not herald a turkish spring yet h,1,0
1657979085,FALSE,finalized,3,4/22/2018 18:44:43,"""nan""",,,"""000""",0,1,Thu Jun 20 20:47:00 +0000 2013,3.48E+17,paul gnawing on a turkey leg at six httpAddress describing its taste he comments httpAddress httpAddress,0,0
1657979086,FALSE,finalized,3,04/09/18 20:53,"""nan""",,,"""000""",0,1,Tue Jun 25 06:49:40 +0000 2013,3.49E+17,turkey 2013 satellites 0 1 spain jese scored his third goal of the fifa u 20 world cup as spain qualified httpAddress httpAddress,0,0
1657979088,FALSE,finalized,3,04/03/18 19:36,"""010""",0,0.673,"""111""",1,1,Tue Jun 11 11:57:18 +0000 2013,3.44E+17,riot police move into taksim square httpAddress,1,0
1657979089,FALSE,finalized,3,04/03/18 19:03,"""nan""",,,"""000""",0,1,Wed Jun 12 23:46:34 +0000 2013,3.45E+17,usrId this is my second return two months on a roman dig in turkey afterwards !,0,0
1657979090,FALSE,finalized,3,04/07/18 16:27,"""000""",0,1,"""111""",1,1,Thu Jun 13 07:01:20 +0000 2013,3.45E+17,DD images from turkey about #direngezi httpAddress,1,0
1657979092,FALSE,finalized,3,04/03/18 20:49,"""000""",0,1,"""111""",1,1,Wed Jun 05 18:07:25 +0000 2013,3.42E+17,justinwedes dear tayyip can you plz build another park ? too packed here ! #occupygezi,0,0
1657979095,FALSE,finalized,3,4/14/2018 22:34:34,"""nan""",,,"""000""",0,1,Sat Jun 01 21:56:45 +0000 2013,3.41E+17,ela vai cantar i was were #prayforturkey #soundofchangenomultishow,0,0
1657979096,FALSE,finalized,3,04/04/18 09:27,"""010""",0,0.6658,"""111""",1,1,Mon Jun 17 10:46:06 +0000 2013,3.47E+17,icymi trying to quell protests turkish police uses belgian fn303 less lethal launchers httpAddress #occupygezi #taksim #turkey,1,1
1657979097,FALSE,finalized,3,4/21/2018 18:07:22,"""001""",0,0.6783,"""111""",1,1,Sun Jun 02 23:07:19 +0000 2013,3.41E+17,rt usrId stop the violence #occupygezi #occupyturkey httpAddress,1,1
1657979102,FALSE,finalized,3,04/03/18 18:19,"""nan""",,,"""000""",0,1,Sun Jun 16 11:49:59 +0000 2013,3.46E+17,usrId i must find my way to httpAddress,0,0
1657979105,FALSE,finalized,3,04/07/18 17:10,"""000""",0,1,"""111""",1,1,Fri Jun 07 11:21:05 +0000 2013,3.43E+17,rt usrId #occupygezi good morning gezi park httpAddress,1,0
1657979107,FALSE,finalized,3,04/09/18 14:10,"""0""",,0,"""010""",0,0.6648,Tue Jun 04 00:48:52 +0000 2013,3.42E+17,rt usrId just had a long chat with my uni day classmate from httpAddress she seemed so excited about the taksim httpAddress,0,0
1657979109,FALSE,finalized,3,04/03/18 17:47,"""nan""",,,"""000""",0,1,Wed Jun 12 15:48:05 +0000 2013,3.45E+17,rt usrId follow our continued coverage of the situation in httpAddress photo taken by #fshotline user gorkem httpAddress httpAddress,0,0
1657979112,FALSE,finalized,3,04/04/18 09:25,"""nan""",,,"""000""",0,1,Sat Jun 01 09:20:57 +0000 2013,3.41E+17,daily information october 29 2012 ataturk turkey amp ,0,0
1657979113,FALSE,finalized,3,04/03/18 22:05,"""nan""",,,"""000""",0,1,Sun Jun 16 15:46:13 +0000 2013,3.46E+17,#erdogan internat media does not see the massacres in syria the events in gaza ,0,1
1657979116,FALSE,finalized,3,4/22/2018 18:32:04,"""1""",,0,"""001""",0,0.6667,Thu Jun 06 18:53:02 +0000 2013,3.43E+17, rt usrId erdogan wounded not felled by turkish protests reuters 342715848873607169 thu jun DD 18 53 20 00 2013 dazedmagazine as riots continue to cause uproar in #turkey trafalgar square hosts its own version of protest httpAddress,0,1
1657979117,FALSE,finalized,3,4/22/2018 12:42:04,"""0""",,0,"""001""",0,0.6783,Wed Jun 05 08:29:59 +0000 2013,3.42E+17,rt usrId istanbul protests started over trees httpAddress,1,0
1657979119,FALSE,finalized,3,04/06/18 16:09,"""nan""",,,"""000""",0,1,Wed Jun 12 21:51:50 +0000 2013,3.45E+17,rt usrId thousands of anti government protesters remain in taksim sq tonight despite pm httpAddress what now for turkey ? our top story,1,0
1657979121,FALSE,finalized,3,04/07/18 09:15,"""00""",0,0.6704,"""101""",1,0.6704,Tue Jun 04 22:14:24 +0000 2013,3.42E+17,rt usrId 240 00 turkish workers join as mass protests reach more than DD cities httpAddress #geziparki #direngeziparki,1,0
1657979123,FALSE,finalized,3,04/11/18 21:50,"""0""",,0,"""010""",0,0.6667,Sat Jun 01 18:36:36 +0000 2013,3.41E+17,httpAddress now looping scene of protesters turning firefighters away from torched vehicle,1,0
1657979128,FALSE,finalized,3,04/03/18 21:25,"""11""",1,0.6594,"""011""",1,0.6594,Tue Jun 04 17:33:25 +0000 2013,3.42E+17,this people pay their last respect to abdullah cmert killed during anti government protest in #antakya #turkey httpAddress,1,1
1657979129,FALSE,finalized,3,04/07/18 15:51,"""000""",0,1,"""111""",1,1,Fri Jun 14 19:21:43 +0000 2013,3.46E+17,rt usrId 20 30 in the park httpAddress #occupygezi,0,0
1657979131,FALSE,finalized,3,04/06/18 12:26,"""00""",0,0.6639,"""011""",1,0.6639,Mon Jun 03 20:38:52 +0000 2013,3.42E+17,just a little bit of what is going on in httpAddress #getthefacts #occupygezi #occupyistanbul httpAddress,1,0
1657979133,FALSE,finalized,3,04/07/18 17:04,"""nan""",,,"""000""",0,1,Tue Jun 11 07:20:18 +0000 2013,3.44E+17,rt usrId usrId usrId i m not sure what they mean about protesters giving an httpAddress httpAddress #,1,0
1657979135,FALSE,finalized,3,04/03/18 19:21,"""nan""",,,"""000""",0,1,Tue Jun 11 20:05:27 +0000 2013,3.45E+17,i hereby declare httpAddress tayyip erdogan a new hitler of DD !! httpAddress,0,0
1657979138,FALSE,finalized,3,04/03/18 20:24,"""nan""",,,"""000""",0,1,Sun Jun 16 15:14:08 +0000 2013,3.46E+17,we love you turkish prime minister erdogan may allah protect you from the zionists,0,0
1657979139,FALSE,finalized,3,04/06/18 14:39,"""01""",1,0.3361,"""110""",1,0.6695,Sat Jun 15 20:37:17 +0000 2013,3.46E+17,rt usrId #turkey live tear gas affected children inside divan hotel httpAddress via usrId usrId,0,1
1657979140,FALSE,finalized,3,04/03/18 21:38,"""000""",0,1,"""111""",1,1,Fri May 31 15:54:43 +0000 2013,3.40E+17,thousands in #turkey are protesting construction of malls by demolishing existing httpAddress this is an excuse people r fed up by pm httpAddress,1,0
1657979144,FALSE,finalized,3,4/14/2018 05:48:51,"""nan""",,,"""000""",0,1,Fri May 31 14:07:42 +0000 2013,3.40E+17,turkey burgers really can be juicy and flavorful httpAddress turkey burgers really can be juicy httpAddress httpAddress,0,0
1657979145,FALSE,finalized,3,04/03/18 18:07,"""nan""",,,"""000""",0,1,Fri Jun 21 21:25:33 +0000 2013,3.48E+17,rt usrId more urban women join the workforce in turkey httpAddress,0,0
1657979147,FALSE,finalized,3,04/04/18 09:14,"""000""",0,1,"""111""",1,1,Wed Jun 19 18:56:50 +0000 2013,3.47E+17,rt usrId what gezi park means to me by httpAddress httpAddress via usrId usrId usrId usrId,0,0
1657979149,FALSE,finalized,3,04/04/18 09:44,"""000""",0,1,"""111""",1,1,Fri May 31 18:06:05 +0000 2013,3.41E+17,#direngezipark dren,0,0
1657979150,FALSE,finalized,3,04/03/18 18:48,"""11""",1,0.6676,"""101""",1,0.6676,Sun Jun 16 18:41:11 +0000 2013,3.46E+17,rt usrId usrId please spread the news erdogan supporter mobs attacking protesters police kindly escorting attackers httpAddress,1,1
1657979151,FALSE,finalized,3,4/20/2018 13:22:17,"""nan""",,,"""000""",0,1,Wed Jun 12 17:12:09 +0000 2013,3.45E+17,leadership comparisons between erdogan thatcher and putin httpAddress,0,0
1657979152,FALSE,finalized,3,4/20/2018 13:20:58,"""nan""",,,"""000""",0,1,Mon Jun 17 10:58:41 +0000 2013,3.47E+17,rt usrId shot my first turkey httpAddress . scared the shit out of everyone in the frozen food httpAddress,0,0
1657979153,FALSE,finalized,3,04/07/18 17:07,"""nan""",,,"""000""",0,1,Mon Jun 10 09:43:40 +0000 2013,3.44E+17,usrId were booking last min but hoping for olu deniz in turkey x,0,0
1657979154,FALSE,finalized,3,04/03/18 18:48,"""0""",,0,"""001""",0,0.6594,Sun Jun 02 02:48:39 +0000 2013,3.41E+17,rt usrId imagine if 5 or even less of the protesters in #turkey were in #iran ? the media s bleeding hearts would be all over t,0,0
1657979156,FALSE,finalized,3,04/07/18 10:41,"""nan""",,,"""000""",0,1,Wed Jun 05 03:31:48 +0000 2013,3.42E+17,problem ? up brian turkey dog tho usrId this turkey dog good af,0,0
1657979157,FALSE,finalized,3,4/26/2018 20:46:16,"""nan""",,,"""000""",0,1,Sat Jun 22 02:55:29 +0000 2013,3.48E+17,the sooner i go on holiday the better #outofpreston #turkey,0,0
1657979158,FALSE,finalized,3,04/03/18 17:51,"""000""",0,1,"""111""",1,1,Sun Jun 09 21:03:04 +0000 2013,3.44E+17,protests show turks can t tolerate erdogan anymore aaron stein the atlantic httpAddress,0,0
