violence,protest,proccd_text,text
0,1,rt usrId shame on you usrId for this first page today after what has been going on in turkey #direngeziparki #occupygezi httpAddress,"RT @turansert: Shame on you @Sabah for this ""first page"" today after what has been going on in Turkey #DirenGeziParki #occupygezi http://t"
0,0,usrId union members in #turkey to hold a warning strike to protest against the crackdown on protests httpAddress,@AJELive: Union members in #Turkey to hold a warning strike to protest against the crackdown on protests http://t.co/4BVdEj2QwG
0,0,usrId were booking last min but hoping for olu deniz in turkey x,@xxo_Kay_oxx were booking last min but hoping for olu Deniz in turkey x
0,0,that turkey leg fucked me up httpAddress,That turkey leg fucked me up though...
0,0,russian pres putin supported erdogan for his handling the httpAddress erdogan i know would definitely return that httpAddress is a loyal man,Russian pres Putin supported Erdogan for his handling the protests. Erdogan I know would definitely return that favor.Erdogan is a loyal man
0,1,rt usrId #occupygezi good morning gezi park httpAddress,RT @LianaMistretta: #occupygezi good morning gezi park http://t.co/ODWX2UNkWv
1,1,there are so many things going on in the world !! 341714DD9637816321 tue jun DD 00 33 15 00 2013 rt usrId usrId a DD year old has just been shot by a bullet and killed in turkey by the police ! help ! #direngeziparki #o 341714272818176001 tue jun DD 00 33 26 00 2013 akp bangtan boys release image teasers for jungkook jimin and jin httpAddress #bangtan #2cool4skool usrId usrId,"there are so many things going on in the world!!!!!
341714229637816321,Tue Jun 04 00:33:15 +0000 2013,RT @KozmetikDenizi: @rustyrockets A 22 year old has just been shot by a bullet and killed in Turkey by the Police! HELP! #direngeziparki #o
341714272818176001,Tue Jun 04 00:33:26 +0000 2013,""[AKP] Bangtan Boys release image teasers for Jungkook, Jimin, and Jin http://t.co/l0X85ViC8Y #BANGTAN #2COOL4SKOOL @BTS_twt @bts_bighit"
0,0,not everyone is with the secularists in turkey httpAddress liveleak,Not everyone is with the secularists in Turkey http://t.co/ekjCSUUY8L LiveLeak
0,0,so true rt aliabunimah suddenly a lot of turkey experts on twitter !,So true RT@AliAbunimah: Suddenly a lot of Turkey experts on Twitter!
1,1,rt usrId police doesn t discern between demonstrators or spectators people in restaurents are being gassed #tayyipistifa #occupygezi,RT @Havsabas: Police doesn't discern between demonstrators or spectators People in restaurents are being gassed #tayyipistifa #occupygezi 
0,0,rt usrId peaceful demonstrations are a legitimate way to express views in a democratic httpAddress eu commissioner usrId in #ist,"RT @Huber62: ""Peaceful demonstrations are a legitimate way to express views in a democratic society"". EU Commissioner @StefanFuleEU in #Ist"
0,0,having turkey mems with the fam can t believe it s been nearly a year miss it,"Having Turkey mems with the fam can't believe it's been nearly a year, miss it "
0,0,rt usrId pm erdogan says it doesn t matter how much alcohol you consume one glass a week or more if you drink you are alcoh,"RT @WashingtonPoint: PM Erdogan says it doesn't matter how much alcohol you consume- one glass a week or more--""if you drink, you are alcoh"
0,1,rt usrId after D week #gezipark is more httpAddress food amp ,"RT @zeynep_erdim: After 1 week #gezipark is more organised. Food&amp;water distributed, trash collected, medicine provided by volunteers. #gez"
0,0,lol i just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from maury of jerry httpAddress,Lol I just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from Maury of Jerry Springer.
0,0,rt usrId in brief turkey s loss is greece s gain bookings to turkey have plummeted since protests began last month httpAddress httpAddress,"RT @greeceisgreat: In brief: Turkey's loss is Greece's gain: Bookings to Turkey have plummeted since protests began last month, c... http:/"
1,1,rt usrId selfie of the day woman wearing a gas mask preparing for #occupygezi with a lemon to help with the tear httpAddress httpAddress,"RT @acarvin: Selfie of the day: woman wearing a gas mask, preparing for #occupygezi, with a lemon to help with the tear gas. http://t.co/B4"
0,0,dutches at turkey hill are buy one get one free again lol,Dutches at turkey hill are buy one get one free again lol
0,1,rt usrId people are crossing the bridge to support #taksim ! it s httpAddress and #istanbul is up protesting #occupygezi #direngezipaki,RT @Asli_Agaoglu: People are crossing the bridge to support #Taksim! It's 04.15 and #Istanbul is up protesting #occupygezi #direngezipaki
0,0,usrId rt usrId protests throughout turkey mapped based on compilation of news reports httpAddress via usrId,@bihteruykan RT @UtneReader: Protests throughout Turkey mapped based on compilation of news reports: http://t.co/3pbU3fSL2w via @visually
1,1,rt usrId photo turkish police deploy water cannon and tear gas against protesters in ankara httpAddress #occupygezi #turkey,RT @RT_com: PHOTO: Turkish police deploy water cannon and tear gas against protesters in Ankara http://t.co/eXKLdtWuh2 #occupygezi #turkey
0,0,usrId i am from germany but my parents are from turkey,@UglyMiinT i am from Germany but my parents are from turkey
0,0,please sign and support the people of httpAddress thanks ! end abuse and reveal extent of injuries act httpAddress usrId httpAddress,Please sign and support the people of Turkey. Thanks! :-) End Abuse and Reveal Extent of Injuries - Act w/ @Amnesty http://t.co/OFpb2YjxSw
0,1,rt usrId tango down httpAddress httpAddress #turkey #occupygezi #occupyturkey #opturkey,RT @YourAnonNews: TANGO DOWN http://t.co/LkHuT40DiB http://t.co/klinbYLIL6 | #Turkey #OccupyGezi #OccupyTurkey #OpTurkey
0,0,rt usrId such a powerful httpAddress courtesy of httpAddress #turkey httpAddress,RT @edreeceaurelius: Such a powerful photo. Courtesy of @dirty_hw. #turkey http://t.co/Q6vZwDYhWC
0,0,rt usrId your picture of the day once again from httpAddress this one is lovely via usrId httpAddress,"RT @sunny_hundal: Your picture of the day, once again from Turkey. This one is lovely (via @SaifRRahman) http://t.co/kjTh6PZpwp"
0,0,rt usrId new photos from httpAddress water cannon hold off #taksim sq . protesters tuesday httpAddress httpAddress httpAddress,RT @nycjim: New photos from #Turkey. Water cannon hold off #Taksim Sq. protesters Tuesday evening. http://t.co/goMxH1be7p http://t.co/P2Dga
0,0,what is happenning in istanbul ? httpAddress via usrId,What is Happenning in Istanbul? http://t.co/PRo6WNKoFf via @grtvnews
0,1,rt usrId no average day in the park for turkey #occupygezi httpAddress httpAddress,RT @GlobalRevLive: No average day in the park for Turkey #OccupyGezi #OccupyTurkey... http://t.co/pzTRykJESl
0,0,rt usrId erdogan must stop his security forces to attack citizens in istanbul and he should stop his provoking httpAddress,RT @Hannes_Swoboda: Erdogan must stop his security forces to attack citizens in Istanbul and he should stop his provoking project.
0,0,deciding whether to ween or to cold turkey back onto pharmaceuticals,DECIDING WHETHER TO WEEN OR TO COLD TURKEY BACK ONTO PHARMACEUTICALS
0,0,rt usrId erdogan s response is driven by a sense that he has come from a position of a victim says usrId in usrId httpAddress,RT @CrisisGroup: Erdogan's response is driven by a sense that he has come from a position of a victim - says @Hugh_Pope in @nytimes http:/
0,0,i dont see how anthony calls me dumb when he doesnt know turkey bacon is made from turkey he rolls around in snow to stay white lmfao,I dont see how Anthony calls me dumb when he doesnt know turkey bacon is made from turkey he rolls around in snow to stay white LMFAO
0,0,police brutality in istanbul httpAddress,Police Brutality in Istanbul http://t.co/jwKQQAC48m
0,0,usrId i m so excited for #askselena here i m in turkey and DD am . so you ?,@KevBoySelenator I'm so excited for #askselena here I'm in Turkey and 12 am. So you?
0,0,turkish protesters clash with police into early hours istanbul reuters turkish protesters httpAddress httpAddress via usrId,Turkish protesters clash with police into early hours: ISTANBUL (Reuters) - Turkish protesters cl... http://t.co/7hQu8ScLIT via @Reuters
0,0,usrId mcallisters turkey creek hur i cum !!,@RayBANDShawty: McAllisters Turkey Creek Hur I Cum!!
1,1,rt usrId cnn turk vs cnn the media blackout in httpAddress jun DD 16 33 12 00 2013 dear carl ! please talk to your friend httpAddress but don t believe his shoothing lies this time ! usrId #direngezi #tayyipresign 341231049449287680 sun jun DD 16 33 16 00 2013 now the armoured vans are burned out as is the building the police httpAddress #occupygezi,"RT @aral: CNN Turk vs CNN: the media blackout in Turkey.
341231033263456257,Sun Jun 02 16:33:12 +0000 2013,Dear Carl! Please talk to your friend Erdogan. But don't believe his shoothing lies this time! @carlbildt #direngezi #tayyipresign
341231049449287680,Sun Jun 02 16:33:16 +0000 2013,""Now the armoured vans are burned out, as is the building the police used. #occupygezi"
0,0,rt usrId will #istanbuls protests shift #turkeys syria stance ? #syria news httpAddress,RT @ASE: Will #Istanbuls Protests Shift #Turkeys Syria Stance? | #Syria News: http://t.co/hO64Cmnl2G
1,1,usrId turkish police use excessive force to peaceful httpAddress #geziparki #direngaziparki please rt,@OccupySandy turkish police use excessive force to peaceful protesters. #geziparki #direngaziparki please RT
0,0,my tl dryer than httpAddress,My TL dryer than turkey.
0,0,this is the #turkey who s democracy the mb have modelling their vision httpAddress i thank god libyans hate the sheer mention of httpAddress #libya,"This is the #turkey who's ""democracy"" the mb have modelling their vision on.. I thank God libyans hate the sheer mention of mb.. #libya"
0,1,rt usrId bbc reporter i ve never saw so much teargas being thrown at anytime in my life #direngeziparki,"RT @yasin: BBC Reporter: ""I've never saw so much teargas being thrown at anytime in my life"" #direngeziparki"
1,1,rt usrId photo #gezipark in panic as httpAddress used to clear protest by riot police httpAddress #occupygezi,RT @UnToldCarlisle: Photo #GeziPark in panic as teargas/watercannon used to clear protest by riot police http://t.co/mm1UoaYK6H #OccupyGezi
0,0,usrId 3 though covertly and refugee crisis likely to pressure turkey lebanon httpAddress your thoughts ?,"@lee_bonner (3) though covertly, and refugee crisis likely to pressure Turkey, Lebanon, Jordan. Your thoughts?"
0,0,rt usrId new photos from clashes today in #ankara #turkey from updated usrId httpAddress httpAddress httpAddress,"RT @nycjim: New photos from clashes today in #Ankara, #Turkey, from updated @reuters gallery. http://t.co/X2jJPBD8DT http://t.co/wHU9wnIuqw"
0,0,rt usrId really sad what is happening in one of my favorite cities right now istanbul i pray all is resolved soon httpAddress,RT @CaravanStudio: really sad what is happening in one of my favorite cities right now - Istanbul - I pray all is resolved soon - http://t.
0,0,what the hell do u think u re doing ? #weloveerdogan you cant comment about turkey s prime httpAddress #pmurphyresignfromep usrId,What the hell do u think u re doing? #WeloveErdogan you cant comment about Turkey's Prime Minister.. #PMurphyResignFromEP @paulmurphymep
0,0,httpAddress love turkey ruffles !! taste better than england httpAddress,Damn........I love Turkey Ruffles!!! Taste better than England ones.......
0,0,#bumpshowmeetbieber for god sakes istanbul turkey eleven,#BumpShowMeetBieber FOR GOD SAKES ISTANBUL TURKEY ELEVEN
0,1,rt usrId thousands of protesters dig in for weekend of demonstrations at #taksim httpAddress httpAddress #occupygezi,RT @timeturkiye: Thousands of protesters dig in for weekend of demonstrations at #Taksim Square. http://t.co/sOnAiQOgmD #occupygezi
0,0,turkey 2013 satellites 0 1 spain jese scored his third goal of the fifa u 20 world cup as spain qualified httpAddress httpAddress,Turkey 2013: Satellites 0-1 Spain: Jese scored his third goal of the FIFA U-20 World Cup as Spain qualified fo... http://t.co/w0msjOQO7P
0,0,rt usrId good column by usrId on #turkey even if erdogan stays in power his international reputation will never recover,"RT @lukeharding1968: Good column by @fromTGA on #Turkey: ""Even if Erdogan stays in power, his international reputation will never recover"" "
0,1,turkey protests #acab #turkey #occupygezi httpAddress we stand with you #anonymous #occupygezi,"Turkey protests #acab #turkey #occupygezi http://t.co/UCf6TAfDUt"" We stand with you #anonymous #occupygezi"
0,0,social media and opposition to blame for protests says turkish httpAddress,"Social media and opposition to blame for protests, says Turkish PM
http://t.co/VW5bSlAWtb"
0,0,turkey leg funnel cake amp ,"turkey leg, funnel cake, &amp; onion blossom sound so good right now!"
0,0,rt usrId the rustem pasha mosque in #istanbul with its famous blue #iznik httpAddress httpAddress,RT @LostIslamicHist: The Rustem Pasha Mosque in #Istanbul with its famous blue #Iznik tiles. http://t.co/cbQF1lByox
0,0,cold httpAddress,cold turkey..
0,0,turkey in DD days,TURKEY IN 29 DAYS
0,0,usrId stunning poignant image from instanbul worth DD words defiance of erdogan by tango httpAddress,"@instapundit Stunning, poignant image from Instanbul, worth 1000 words + +, defiance of Erdogan by tango ==&gt;http://t.co/QtFyJ6Z7Po"
0,1,rt usrId police attack protesters in istanbuls taksim square usrId httpAddress #occupytaksim #direngeziparki,RT @taksimdayanisma: Police Attack Protesters in Istanbuls Taksim Square @nytimes http://t.co/4Zfc1Hy48G #occupytaksim #direngeziparki
0,0,turkish currency httpAddress #money,Turkish Currency http://t.co/byvzjaTGae #Money
0,0,statement by hrvp catherine ashton on the latest developments in turkey httpAddress,Statement by HRVP Catherine Ashton on the latest developments in Turkey http://t.co/74oF1hSzLT
0,0,turkmen front calls turkey to peacefully deal with demonstrators httpAddress httpAddress,Turkmen Front calls Turkey to peacefully deal with demonstrators - http://t.co/fhbsmN8nnl http://t.co/N7IgU2FfOr
0,1,rt usrId this is necessary because central banks are at the root of all our single httpAddress #occupygezi german httpAddress httpAddress,"RT @OpEmpowerHumans: This is necessary, because Central Banks are at the ROOT of ALL our single issues. #OccupyGezi
German riot... http://"
0,0,would do anything to go back to egyptturkey !,Would do anything to go back to egyptturkey!
0,1,rt usrId the #solidarity of turkish people they open the windows and offer food to protesters #occupygezi #direnbesiktas httpAddress,RT @15MBcn_int: The #solidarity of Turkish people: They open the windows and offer food to protesters #occupygezi #direnBesiktas http://t.c
0,1,rt usrId change the world one tweet at a httpAddress support #occupygezi by tweeting the hashtag #wearegezi,RT @djvjgrrl: Change the world one tweet at a time. Support #OccupyGezi by tweeting the hashtag #WeAreGezi
0,0,once placement is over i am definitely fasting before turkey,Once placement is over I am definitely fasting before Turkey
0,0,rt usrId no stopping now go on with the volence amp ,"RT @meettheturk: NO STOPPING NOW, GO ON WITH THE VOLENCE &amp; THREATS! BEDR BAYKAM
346508769322225664,Mon Jun 17 06:05:03 +0000 2013,""YESTERDAY I SPENT HOURS AND HOURS OF COOKING WINTER SOUPS, BORSH, CHICKEN, TURKEY AND JUST PLAIN GOOD VEGETABLE... http://t.co/OXXUAdeb3d"
0,1,rt usrId #duranadam 346746546869645312 mon jun DD 21 49 53 00 2013 rt usrId #duranadam taking a stand for citizens of #turkey #wearegezi #turkeynotalone 346746581858521088 mon jun DD 21 50 02 00 2013 rt usrId #duranadam is like a reverse flashmob powerful silent protest #turkey,"RT @harun_tekin: #duranadam 
346746546869645312,Mon Jun 17 21:49:53 +0000 2013,RT @PJenningsUNI: #duranadam taking a stand for citizens of #turkey #WeAreGezi #turkeynotalone
346746581858521088,Mon Jun 17 21:50:02 +0000 2013,""RT @MarietjeSchaake: #duranadam is like a reverse flashmob, powerful silent protest #turkey"
0,1,rt usrId hello world support us by sending messages with photos hold some httpAddress let us fill gezi park with the httpAddress #occupy,"RT @KurtizTuncel: Hello world, support us by sending messages with photos, hold some banners. Let us fill Gezi Park with the world. #occupy"
0,1,rt usrId rt usrId #taksim is httpAddress #sndenblock #occupyfrankfurt #blockupy #occupytaksim httpAddress #,RT @UliBeudgen: RT @OccupyFrankfurt: #Taksim is everywhere. #Sndenblock #OccupyFrankfurt #Blockupy #OccupyTaksim http://t.co/M4cPKcomLs #
0,1,rt usrId washington post a guide to what is happening at gezi park httpAddress,RT @zorluhanzorlu: Washington Post: A guide to what is happening at Gezi Park http://t.co/GDFK8uaNLQ
0,0,rt usrId a friend in istanbul asked a policeman about the taping of id httpAddress they order us to do things and we get prosecut,"RT @TurkeyEmergency: A friend in Istanbul asked a policeman about the taping of id numbers. ""They order us to do things and we get prosecut"
0,0,rt usrId ny times httpAddress cnn httpAddress bbc httpAddress guardian httpAddress,"RT @jade0307: ny times: http://t.co/d3QTnFgVew 
cnn: http://t.co/gvwZkj3yYL 
bbc: http://t.co/DWma8C0eeP 
guardian: http://t.co/vcxREgcRTE "
0,0,rt usrId duden waterfalls in antalya gt ,"RT @AVargasBellido: Duden Waterfalls, in Antalya&gt;&gt;&gt;#Turkey http://t.co/p3Bx7PQFf3"
0,0,tahiti scored in the same minute as gerrard in httpAddress its going to happen,Tahiti scored in the same minute as Gerrard in Istanbul. Its going to happen
0,1,rt usrId #istanbul DD saturday municipal digger cleaning up inside gezi httpAddress spot the penguin httpAddress,RT @LeighTurnerFCO: #Istanbul 1315 Saturday - municipal digger cleaning up inside Gezi Park. Spot the penguin http://t.co/1c1NnXcbZ6
0,1,rt usrId solidarity to #turkey #istanbul this ist for you httpAddress #occupygezi #direngezipark watch spread httpAddress,RT @cams21de: solidarity to #turkey #istanbul this ist for you http://t.co/uTmYQcpelp #occupygezi #direngezipark watch spread -) http://
0,0,smh i just seen a turkey,Smh I just seen a turkey
0,0,literally just sent the most boring text to usrId httpAddress do you fancy turkey burgers for lunch ? wtf am i turning into ?!,"Literally just sent THE most boring text to @GavUCF ever. ""Do you fancy turkey burgers for lunch?"" WTF am I turning into?!"
0,0,great graffiti from istanbul we httpAddress we httpAddress we httpAddress httpAddress via who though ?,Great graffiti from Istanbul: We saw. We heard. We know. https://t.co/K8D6HWPH76 Via who though?
0,1,rt usrId unbelievable threat from turkey health minister today to prosecute doctors treating injured protestors #occupygezi #dir,RT @andrewegardner: Unbelievable threat from Turkey Health Minister today to prosecute doctors treating injured protestors #occupygezi #dir
0,1,rt usrId turkish gov t declares war on its own citizens protesters who return to taksim are terrorist supporters httpAddress,"RT @YourAnonNews: Turkish gov't declares war on its own citizens ""Protesters who return to Taksim are terrorist supporters http://t.co/RVma"
0,0,rt usrId the D fight club style rules of protesting in turkey httpAddress via usrId,RT @napabilirsinki: The 8 'Fight-Club' Style Rules Of Protesting In Turkey http://t.co/HrE0jCirbG via @BI_Defense
0,0,rt usrId my brother s just fucked off to turkey with his slam peice that prick can go on holiday but i can t #jokes,RT @Jakeyynewmss: My brother's just fucked off to turkey with his slam peice that prick can go on holiday but i can't #jokes
0,1,turkey unrest sparked by environment protest to save #gezi httpAddress in our latest usrId httpAddress,Turkey unrest sparked by environment protest to save #Gezi Park. In our latest @GreenNewsReport http://t.co/8Z89xmXtMM
1,1,rt usrId police detaining protestors in #direnankara httpAddress residents being asked to open httpAddress doors to those needing to hid,RT @skyyfitsheaven: Police detaining protestors in #direnankara confirmed. Residents being asked to open apt. doors to those needing to hid
0,1,usrId i m trying D do my best as well tweeting in en about #occupygezi,@asteris I'm trying 2 do my best as well (tweeting in EN about #occupygezi )
0,0,lawn goose clothes lot DD outfit pattern sewing turkey uncle sam santa ballerina ebay httpAddress,Lawn GOOSE Clothes Lot 15 Outfit Pattern Sewing Turkey Uncle Sam Santa Ballerina | eBay http://t.co/m75nVPN3YO
0,1,rt usrId well this was httpAddress penguins join #occupygezi stencils coming out of gezi are httpAddress httpAddress usrId httpAddress,"RT @zeynep: Well, this was coming. Penguins join #occupyGezi Stencils coming out of Gezi are amazing. h/t @enginonder http://t.co/QiWmFePKo1"
0,0,have you ever needed medical treatment in turkey ? what did you think of it ?,Have you ever needed medical treatment in Turkey? What did you think of it?
0,1,rt usrId turkish media ignoring the protests usrId ntv is airing a cooking show no i am not kidding #occupygezi httpAddress,RT @Bassem_Sabry: Turkish media ignoring the protests @aaronstein1: NTV is airing a cooking show - no I am not kidding #occupygezi http://
0,0,guess everybody forgot london riots in 2011 ! and its host !! httpAddress,Guess everybody forgot London riots in 2011! And its' host!!!! http://t.co/LD6NOPPZ4R
1,1,usrId riot police fire water cannon at protester in wheelchair at #taksim httpAddress #occupygezi,@RT_com: Riot police fire water cannon at protester in wheelchair at #Taksim http://t.co/ofQOGqNfKE #occupygezi
0,0,injuries make turkey task tougher kyle mccarthy previews a difficult assignment for the httpAddress in turkey at httpAddress httpAddress,"Injuries make Turkey task tougher: Kyle McCarthy previews a difficult assignment for the U.S. in
Turkey at the... http://t.co/oSABeNaldS"
0,1,rt usrId #turkey prime minister erdogan to meet protesters at 20 00 gmt over plans to redevelop istanbul s #gezi park httpAddress,RT @BBCWorld: #Turkey Prime Minister Erdogan to meet protesters at 20:00 GMT over plans to redevelop Istanbul's #Gezi Park http://t.co/X199
1,1,rt usrId police chopper circling over crowd of tens of thousands filling taksim square gezi httpAddress the gas has sent thousands httpAddress,RT @IvanCNN: Police chopper circling over crowd of tens of thousands filling Taksim Square Gezi Park. The gas has sent thousands leaving.
1,1,rt usrId hundreds of police move past barricades in taksim square istanbul firing tear gas say eyewitnesses httpAddress,"RT @BBCBreaking: Hundreds of police move past barricades in Taksim Square, Istanbul, firing tear gas, say eyewitnesses http://t.co/ai0U4i6v"
1,1,in tears ! #occupygezi,in tears! #OccupyGezi
0,1,rt usrId #occupy #taksim protesters in #istanbul call on #akp govt to httpAddress httpAddress,RT @CihanSCelik: #Occupy #Taksim protesters in #Istanbul call on #AKP govt to resign. http://t.co/YnnGaswzuX
0,0,updates on turkey and what you can do from amnesty international httpAddress,Updates on Turkey and what you can do from Amnesty International: http://t.co/lXmuINSClo
0,0,rt usrId awake ! what to do now ? oh nothing damn i miss httpAddress,RT @OscarEnestad: Awake! What to do now? Oh nothing Damn I miss Turkey... 
0,0,usrId i m more of a turkey httpAddress,@Gabe_FuckYou I'm more of a turkey sandwich.....
0,0,rt usrId surely erdogan will go down in world history for calling social media society s greatest httpAddress,RT @rodrikdani: Surely Erdogan will go down in world history for calling social media society's greatest menace.
0,0,everybody on burkett chasin the turkey .,Everybody on burkett chasin the turkey .
0,1,rt usrId #occupygezi we are one httpAddress,RT @fiverings5: #occupygezi : we are one http://t.co/OsvFbG0qkp
0,1,taksim square and gezi park protests designing a common present future and past httpAddress,"Taksim Square and Gezi Park Protests: Designing a Common Present, Future, and Past - http://t.co/1cFWMk1xzW"
1,1,rt usrId police detaining the doctors at ramada hotel for treating gezipark protestors 3462DD001152634880 sun jun DD DD 41 41 00 2013 turkey eu minister usrId tweets link saying people need to know that anyone entering taksim will be seen as a httpAddress jun DD DD 41 48 00 2013 her yer taksim her yer direni everywhere is taksim everywhere is httpAddress jun DD DD 41 48 00 2013 rt usrId letter to pm of #turkey from world medical association httpAddress DD millions doctors in the world httpAddress jun DD DD 41 56 00 httpAddress turkish protesters responding to every instance of police violence with acts of kindness amp ,"RT @BeyazKule: Police detaining the doctors at Ramada Hotel for treating Gezipark protestors 
346216001152634880,Sun Jun 16 10:41:41 +0000 2013,Turkey EU Minister @EgemenBagis tweets link saying people need to know that anyone entering Taksim will be seen as a terrorist.
346216028210073601,Sun Jun 16 10:41:48 +0000 2013, \her yer Taksim her yer direni\everywhere is Taksim everywhere is resistance.
346216031305465856,Sun Jun 16 10:41:48 +0000 2013,RT @PieroCastellano: Letter to PM of #Turkey from World Medical Association (rep. 10 millions doctors in the world) https://t.co/aC7RHUOoAr
346216061223440384,Sun Jun 16 10:41:56 +0000 2013,http://t.co/3dVsCtpE7m. Turkish protesters responding to every instance of police violence with acts of kindness &amp; community.
346216069993734144,Sun Jun 16 10:41:58 +0000 2013,""RT @TheTurkishLife: Taksim Square roped off, police guarding each entrance. Surrounding streets quiet thus far."
0,1,rt usrId turkish police have blacked out id numbers on their helmuts at #occupygezi #direngeziparki httpAddress why ? httpAddress,RT @VOT99: Turkish Police have blacked out ID numbers on their helmuts at #occupygezi #direngeziparki protests. Why? http://t.co/3yRR3HG4Ri
0,0,rt usrId httpAddress mt usrId erdogan says eu s hypocritical attitude discouraged tr s ambition to be a member httpAddress 70 support is,RT @zeynep: True. MT @zeynep_erdim: Erdogan says EU's hypocritical attitude discouraged TR's ambition to be a member state. 70% support is 
0,1,rt usrId what is happening in #taksim and #ankara should get support of worldwide members of #occupy httpAddress httpAddress,RT @Mercuryous: What is happening in #Taksim and #Ankara should get support of WorldWide members of #occupy http://t.co/s9SabopWj3 http://t
0,1,rt usrId this is turkish democracy in 2013 ! #direngeziparki #occupygezi httpAddress,RT @YourAnonNews: This Is Turkish Democracy In 2013! #direngeziparki #occupygezi http://t.co/YT3ZP24Y2F
0,1,rt usrId spartacus has arrived gezipark ! httpAddress #occupygezi via usrId,RT @YourAnonNews: Spartacus has arrived Gezipark! http://t.co/6Bc5XNcYtH #occupygezi - via @mavicorapli
0,0,they might be giants play freebird live on httpAddress 18 . i know some httpAddress friends who enjoyed when istanbul was constantinople back in the httpAddress,"They Might Be Giants play Freebird Live on Oct. 18. I know some H.S. friends who enjoyed when ""Istanbul was Constantinople"" back in the day."
0,0,rt usrId turkish fm ahmet davutoglu reportedly tells us sec of state john kerry that turkey is not a second class democracy httpAddress,"RT @AJELive: Turkish FM Ahmet Davutoglu reportedly tells US Sec of State John Kerry that ""Turkey is not a second class democracy"" http://t."
0,1,#direngaziparki httpAddress things happening in turkey open in a browser,"#direngaziparki http://t.co/y36jJrHikB
Troubling things happening in Turkey
(Open in a browser)"
0,1,rt usrId #milan now solidarity with turkish revolt ! #occupygezi httpAddress,RT @VOT99: #milan now solidarity with turkish revolt! #occupygezi http://t.co/CZlaPwl9Nc
0,1,just in httpAddress confuse #turkey with china says #akp spokesperson over draft bill on social httpAddress jun DD 20 42 15 00 2013 rt usrId another pic from the istanbul taksim square standing man protest #direnistanbul #duranadam #standingman httpAddress,"Just in case...
Don't confuse #Turkey with China, says #AKP spokesperson over draft bill on social media
http://t.co/aqlKPILMYA
347091912278286336,Tue Jun 18 20:42:15 +0000 2013,""RT @andrewegardner: Another pic from the Istanbul Taksim Square ""standing man"" protest #direnistanbul #duranadam #standingman http://t.co/"
0,1,berlin in solidarity with turkish youth httpAddress #occupygezi,Berlin in solidarity with Turkish youth https://t.co/GB4WCu0gxj #occupygezi
0,0,rt usrId reports in turkey that mikel has agreed to join httpAddress gutted if httpAddress,RT @FrankLampardUK: Reports in Turkey that Mikel has agreed to join Galatasaray. Gutted if true.
0,0,rt usrId borsa istanbul chapulled by httpAddress httpAddress its loses reached to 16 since chapullers chapulled !,RT @Kerim_Karakaya: Borsa Istanbul chapulled by %4.7 today. Its loses reached to %16 since chapullers chapulled!
0,0,usrId get your arse back from turkey i miss you already !! we should be whatsapp ing !! httpAddress,@mhairiedavidson get your arse back from Turkey I miss you already!! We should be whatsapp'ing!! http://t.co/Z5NcMKftB9
0,0,think i ate the entire turkey n it s not thanksgiving yet !,Think I ate the entire turkey n it's not thanksgiving yet!
0,0,rt usrId #pleasehelpturkey #prayforturkey don t ignore them bc they aren t the usa pls pray for them and help them,RT @oopsjerry: #PleaseHelpTurkey #PrayForTurkey don't ignore them bc they aren't the USA pls pray for them and help them
0,0,#turkey update turkey braces for second day of httpAddress parts of #instambul closed httpAddress httpAddress,#Turkey: Update: Turkey braces for second day of unrest. Parts of #Instambul closed off. http://t.co/CfORug205a
0,0,rt usrId it is a great pleasure to welcome my friend prime minister erdogan back to the httpAddress president obama httpAddress httpAddress,"RT @iowahawkblog: ""It is a great pleasure to welcome my friend, Prime Minister Erdogan, back to the WH."" President Obama 5/16/2013 http://t"
0,1,rt usrId the world is watching httpAddress be strong ! #occupygezi,RT @petercnm: The world is watching this. Be strong! #occupygezi
0,0,rt usrId live #taksim square now on air 3D2692132DD1686016 thu jun DD 17 19 05 00 2013 turkey sandwiches get old after a week !! #ohwell 3D2692168110059520 thu jun DD 17 19 1D 00 2013 my famous breakfast beast wich ! D egg whites D pieces of turkey bacon on a whole wheat httpAddress httpAddress,"RT @YourAnonLive: LIVE: #Taksim square now on air
342692132441686016,Thu Jun 06 17:19:05 +0000 2013,Turkey sandwiches get old after a week!!! #ohwell
342692168110059520,Thu Jun 06 17:19:14 +0000 2013,""My famous Breakfast Beast-wich! 4-egg whites, 4 pieces of Turkey bacon, on a whole wheat bagel. http://t.co/oHh0Rbpxyn"
0,0,opinion recep tayyip erdogan and the turkey riots httpAddress,Opinion: Recep Tayyip Erdogan and the Turkey Riots http://t.co/AnwbsSefWh
0,1,rt usrId a kiss amidst the fire #occupyturkey #direngeziparki #occupygezi #turkey httpAddress,"RT @sakitoglu: A kiss amidst the fire [#occupyTurkey, #direngeziparki, #occupyGezi, #Turkey] http://t.co/L9bJ7DFDC1"
0,1,rt usrId istanbul is under httpAddress police httpAddress today relatively httpAddress #occupygezi,RT @postvirtual: Istanbul is under occupation. Police everywhere. Today relatively quiet. #OccupyGezi
