_unit_id,text_x,text_y,proccd_text_x,protest_x,protest_y,protest_confidence,violence_x,violence_y,violence_confidence,created_at_x,_golden_x
1657979222,Istanbul park protests sow the seeds of a Turkish spring | Richard Seymour http://t.co/VHrUr5pPwD via @guardian,Istanbul park protests sow the seeds of a Turkish spring | Richard Seymour http://t.co/VHrUr5pPwD via @guardian,istanbul park protests sow the seeds of a turkish spring richard seymour httpAddress via usrId,"1
0
1",1,0.6658,"0
0",0,1,Sat Jun 01 07:10:17 +0000 2013,FALSE
1657979223,"RT @PJCrowley: Prime Minister Erdogan of #Turkey can call @Twitter a ""menace"" but social media are now a political fact of life. http://t.c","RT @PJCrowley: Prime Minister Erdogan of #Turkey can call @Twitter a ""menace"" but social media are now a political fact of life. http://t.c",rt usrId prime minister erdogan of #turkey can call usrId a menace but social media are now a political fact of httpAddress httpAddress,"0
0
1",0,0.6783,"
0",0,1,Mon Jun 03 12:01:15 +0000 2013,FALSE
1657979224,"RT @kaytazoff: Meanwhile at a nearby restaurant, TOMA [Turkish water cannon] is on the menu #occupygezi #gezihumours http://t.co/KrTVq15HtK","RT @kaytazoff: Meanwhile at a nearby restaurant, TOMA [Turkish water cannon] is on the menu #occupygezi #gezihumours http://t.co/KrTVq15HtK",rt usrId meanwhile at a nearby restaurant toma turkish water cannon is on the menu #occupygezi #gezihumours httpAddress,"0
0
1",0,0.6594,"
0",0,1,Mon Jun 17 17:13:32 +0000 2013,FALSE
1657979225,RT @__Atar___: CIA and special operations troops have trained the rebels in anti-tank and antiaircraft weaponry in Jordan and Turkey http:/,RT @__Atar___: CIA and special operations troops have trained the rebels in anti-tank and antiaircraft weaponry in Jordan and Turkey http:/,rt usrId cia and special operations troops have trained the rebels in anti tank and antiaircraft weaponry in jordan and turkey httpAddress,"0
0
0",0,1,"
",,,Sat Jun 22 13:40:33 +0000 2013,FALSE
1657979227,RT @nytimesworld: Police officers attacked a group of peaceful demonstrators in Istanbul's Taksim Square. http://t.co/HKbBH9lhFX,RT @nytimesworld: Police officers attacked a group of peaceful demonstrators in Istanbul's Taksim Square. http://t.co/HKbBH9lhFX,rt usrId police officers attacked a group of peaceful demonstrators in istanbul s taksim httpAddress httpAddress,"1
1
1",1,1,"1
1
1",1,1,Fri May 31 23:09:59 +0000 2013,FALSE
1657979228,EU seeks to look beyond Turkey protests http://t.co/ebdrIyW1KB,EU seeks to look beyond Turkey protests http://t.co/ebdrIyW1KB,eu seeks to look beyond turkey protests httpAddress,"0
1
0",0,0.6658,"
0
",0,1,Mon Jun 24 21:05:37 +0000 2013,FALSE
1657979229,Turkey Duck https://t.co/T3YutOQBfc,Turkey Duck https://t.co/T3YutOQBfc,turkey duck httpAddress,"0
0
0",0,1,"
",,,Mon Jun 17 01:46:47 +0000 2013,FALSE
1657979231,A revolution is close. Stay strong. Spread the word. #occupygezi #direngeziparki #occupyturkey http://t.co/MJuMhaHAJ1,A revolution is close. Stay strong. Spread the word. #occupygezi #direngeziparki #occupyturkey http://t.co/MJuMhaHAJ1,a revolution is httpAddress stay httpAddress spread the httpAddress #occupygezi #direngeziparki #occupyturkey httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 22:03:56 +0000 2013,FALSE
1657979232,For those who want 2 understand what is happening right now in #Istanbul with #direngezipark #occupygezi http://t.co/iKJlL2WQfR Via @57UN,For those who want 2 understand what is happening right now in #Istanbul with #direngezipark #occupygezi http://t.co/iKJlL2WQfR Via @57UN,for those who want D understand what is happening right now in #istanbul with #direngezipark #occupygezi httpAddress via usrId,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 03 14:39:09 +0000 2013,FALSE
1657979233,"RT @zeynep: Somehow, bagpipes -- yep, the Scottish kind-- appeared on the stage. No idea how that happened. #OccupyGezi http://t.co/M64PU4","RT @zeynep: Somehow, bagpipes -- yep, the Scottish kind-- appeared on the stage. No idea how that happened. #OccupyGezi http://t.co/M64PU4",rt usrId somehow bagpipes yep the scottish kind appeared on the httpAddress no idea how that httpAddress #occupygezi httpAddress,"1
0
1",1,0.6712,"0
0",0,1,Thu Jun 13 20:32:49 +0000 2013,FALSE
1657979235,RT @BBCWorld: Erdogan losing patience on protests http://t.co/RrdH3eUznk,RT @BBCWorld: Erdogan losing patience on protests http://t.co/RrdH3eUznk,rt usrId erdogan losing patience on protests httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sun Jun 09 21:10:17 +0000 2013,FALSE
1657979237,"RT @ferzanozpetek: @: In Turkey, at least 100 injured as police clash with protesters at Gezi Park http://t.co/ljirokG5XS #occupygezi http:","RT @ferzanozpetek: @: In Turkey, at least 100 injured as police clash with protesters at Gezi Park http://t.co/ljirokG5XS #occupygezi http:",rt usrId usrId in turkey at least DD injured as police clash with protesters at gezi park httpAddress #occupygezi http,"1
1
1",1,1,"1
0
1",1,0.6609,Sat Jun 01 09:11:13 +0000 2013,FALSE
1657979239,RT @TheTravelTart: #Toilet History The Roman Flush Toilet #travel #photo #turkey #offbeat #ttot http://t.co/iSQxmUhGxu,RT @TheTravelTart: #Toilet History The Roman Flush Toilet #travel #photo #turkey #offbeat #ttot http://t.co/iSQxmUhGxu,rt usrId #toilet history the roman flush toilet #travel #photo #turkey #offbeat #ttot httpAddress,"0
0
0",0,1,"
",,,Mon Jun 24 10:02:26 +0000 2013,FALSE
1657979240,Turkey Bloody Friday http://t.co/G3LVfOqcuW via @9GAG @bbc,Turkey Bloody Friday http://t.co/G3LVfOqcuW via @9GAG @bbc,turkey bloody friday httpAddress via usrId usrId,"0
1
0",0,0.6748,"
1
",1,1,Sat Jun 01 09:31:18 +0000 2013,FALSE
1657979241,A deeper look at Erdogan's psych- http://t.co/ukOyUXKlHx by @tarangonyt #turkey #taksim,A deeper look at Erdogan's psych- http://t.co/ukOyUXKlHx by @tarangonyt #turkey #taksim,a deeper look at erdogan s psych httpAddress by usrId #turkey #taksim,"0
1
0",0,0.6526,"
0
",0,1,Fri Jun 14 09:37:27 +0000 2013,FALSE
1657979243,#RESISTANBUL #Istanbul #Turkey #1MilyonBugunTaksime STAND strong #TheWholeWorldIsWatching RT for #Turkish #Solidarity http://t.co/EsU97ysU1P,#RESISTANBUL #Istanbul #Turkey #1MilyonBugunTaksime STAND strong #TheWholeWorldIsWatching RT for #Turkish #Solidarity http://t.co/EsU97ysU1P,#resistanbul #istanbul #turkey #1milyonbuguntaksime stand strong #thewholeworldiswatching rt for #turkish #solidarity httpAddress,"0
1
1",1,0.6748,"
0
0",0,1,Sun Jun 16 11:03:04 +0000 2013,FALSE
1657979244,@_PakAttack_ haha na I'm just teaching English in turkey for the summer,@_PakAttack_ haha na I'm just teaching English in turkey for the summer,usrId haha na i m just teaching english in turkey for the summer,"0
0
0",0,1,"
",,,Mon Jun 24 15:22:28 +0000 2013,FALSE
1657979245,"RT @instagram: In a hot air balloon high above Cappadocia, Turkey's ""fairey chimneys"" http://t.co/Yt1dqX6V1U","RT @instagram: In a hot air balloon high above Cappadocia, Turkey's ""fairey chimneys"" http://t.co/Yt1dqX6V1U",rt usrId in a hot air balloon high above cappadocia turkey s fairey chimneys httpAddress,"0
0
0",0,1,"
",,,Fri May 31 15:29:55 +0000 2013,FALSE
1657979247,"#Taksim #Istanbul #Turkey Erdogan's AK supporters=Vested Interests. The DANGER of PoliticalParties,PREVENTS democracy http://t.co/E0x2lm7Ik4","#Taksim #Istanbul #Turkey Erdogan's AK supporters=Vested Interests. The DANGER of PoliticalParties,PREVENTS democracy http://t.co/E0x2lm7Ik4",#taksim #istanbul #turkey erdogan s ak supporters vested httpAddress the danger of politicalparties prevents democracy httpAddress,"0
0
0",0,1,"
",,,Sun Jun 16 16:12:28 +0000 2013,FALSE
1657979248,"Meanwhile, in Turkey... Revolution is not televised http://t.co/EUXOj61SM1","Meanwhile, in Turkey... Revolution is not televised http://t.co/EUXOj61SM1",meanwhile in httpAddress revolution is not televised httpAddress,"0
0
1",0,0.6783,"
0",0,1,Tue Jun 04 08:47:07 +0000 2013,FALSE
1657979249,Government should respect the peaceful protesters and act to aleviate violence. We grieve for losses and injuries #occupygezi #occupyturkey,Government should respect the peaceful protesters and act to aleviate violence. We grieve for losses and injuries #occupygezi #occupyturkey,government should respect the peaceful protesters and act to aleviate httpAddress we grieve for losses and injuries #occupygezi #occupyturkey,"1
1
1",1,1,"0
0
1",0,0.6783,Mon Jun 03 00:26:34 +0000 2013,FALSE
1657979250,TURKEY IN 29 DAYS,TURKEY IN 29 DAYS,turkey in DD days,"0
0
0",0,1,"
",,,Fri Jun 07 19:57:32 +0000 2013,FALSE
1657979251,Lol I just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from Maury of Jerry Springer.,Lol I just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from Maury of Jerry Springer.,lol i just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from maury of jerry httpAddress,"0
0
0",0,1,"
",,,Tue Jun 11 20:55:53 +0000 2013,FALSE
1657979252,Contours of a New Republic and Signals from the Past: How to Understand Taksim Square http://t.co/qe0Fjvw52o #occupygezi #direngezi,Contours of a New Republic and Signals from the Past: How to Understand Taksim Square http://t.co/qe0Fjvw52o #occupygezi #direngezi,contours of a new republic and signals from the past how to understand taksim square httpAddress #occupygezi #direngezi,"1
1
1",1,1,"0
0
0",0,1,Fri Jun 07 10:07:35 +0000 2013,FALSE
1657979254,"RT @WashingtonPoint: PM Erdogan says it doesn't matter how much alcohol you consume- one glass a week or more--""if you drink, you are alcoh","RT @WashingtonPoint: PM Erdogan says it doesn't matter how much alcohol you consume- one glass a week or more--""if you drink, you are alcoh",rt usrId pm erdogan says it doesn t matter how much alcohol you consume one glass a week or more if you drink you are alcoh,"0
0
0",0,1,"
",,,Sun Jun 02 18:40:14 +0000 2013,FALSE
1657979258,"@haloefekti Turkey Gov breaks Geneva Convention
http://t.co/TgDixtc1i7
https://t.co/Tg06TMOIV3","@haloefekti Turkey Gov breaks Geneva Convention
http://t.co/TgDixtc1i7
https://t.co/Tg06TMOIV3",usrId turkey gov breaks geneva httpAddress,"0
0
0",0,1,"
",,,Sun Jun 16 21:26:06 +0000 2013,FALSE
1657979260,@stajyerlilith @Hannes_Swoboda @BBCWorld @Angelika_Merkel @EUCouncil how police clean people http://t.co/e7NDZ5NuUZ new age in Turkey,@stajyerlilith @Hannes_Swoboda @BBCWorld @Angelika_Merkel @EUCouncil how police clean people http://t.co/e7NDZ5NuUZ new age in Turkey,usrId usrId usrId usrId usrId how police clean people httpAddress new age in turkey,"0
1
1",1,0.6721,"
1
0",0,0.5041,Sun Jun 23 10:55:55 +0000 2013,FALSE
1657979262,Massive crowd #Taksim Sq. right now. #LIVE stream on http://t.co/XClNoWxujc #occupyistanbul,Massive crowd #Taksim Sq. right now. #LIVE stream on http://t.co/XClNoWxujc #occupyistanbul,massive crowd #taksim sq . right httpAddress #live stream on httpAddress #occupyistanbul,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 08 18:12:16 +0000 2013,FALSE
1657979268,"ok,fine,goodbye,turkey's man! we are end !!! &gt;_&lt;","ok,fine,goodbye,turkey's man! we are end !!! &gt;_&lt;",ok fine goodbye turkey s man ! we are end !! gt ,"0
0
0",0,1,"
",,,Tue Jun 25 05:51:03 +0000 2013,FALSE
1657979269,"LILLY - -RESIDENT OF ISTANBUL - WE &lt;3 YOU
#direngeziparki
https://t.co/SpWYY9MqSy","LILLY - -RESIDENT OF ISTANBUL - WE &lt;3 YOU
#direngeziparki
https://t.co/SpWYY9MqSy",lilly resident of istanbul we lt ,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 11:04:17 +0000 2013,FALSE
1657979271,RT @stratosmoraitis: Erdogan's new flag of Turkey. #occupygezi #taksim #istanbul #direngaziparki http://t.co/UtEw1hiIJf,RT @stratosmoraitis: Erdogan's new flag of Turkey. #occupygezi #taksim #istanbul #direngaziparki http://t.co/UtEw1hiIJf,rt usrId erdogan s new flag of httpAddress #occupygezi #taksim #istanbul #direngaziparki httpAddress,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 01 08:47:18 +0000 2013,FALSE
1657979272,"RT @PJenningsUNI: Turkey the world is watching,the people of turkey you are not alone.","RT @PJenningsUNI: Turkey the world is watching,the people of turkey you are not alone.",rt usrId turkey the world is watching the people of turkey you are not httpAddress,"0
0
0",0,1,"
",,,Sun Jun 02 10:25:47 +0000 2013,FALSE
1657979273,@shasanoglu #AKP kicks people out of their home for runaway development projects and for the profit of AKP cronies. How is that freedom?,@shasanoglu #AKP kicks people out of their home for runaway development projects and for the profit of AKP cronies. How is that freedom?,usrId #akp kicks people out of their home for runaway development projects and for the profit of akp httpAddress how is that freedom ?,"0
0
0",0,1,"
",,,Tue Jun 04 14:20:13 +0000 2013,FALSE
1657979274,RT @UnToldCarlisle: Protesters defending from police attacks #occupygezi http://t.co/xTXnUouaRD,RT @UnToldCarlisle: Protesters defending from police attacks #occupygezi http://t.co/xTXnUouaRD,rt usrId protesters defending from police attacks #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 03 12:59:24 +0000 2013,FALSE
1657979277,RT @ntmprlst: POLICE KICKIN THE PERSON WHO IS STUCK UNDER POLICE VEHICLE! TELL TO WORLD TURKISH POLICE KILLING PEOPLE IN TAKSIM TURKEY! @An,RT @ntmprlst: POLICE KICKIN THE PERSON WHO IS STUCK UNDER POLICE VEHICLE! TELL TO WORLD TURKISH POLICE KILLING PEOPLE IN TAKSIM TURKEY! @An,rt usrId police kickin the person who is stuck under police vehicle ! tell to world turkish police killing people in taksim turkey ! usrId,"1
1
1",1,1,"1
0
1",1,0.6612,Sat Jun 15 20:36:51 +0000 2013,FALSE
1657979278,In 1997 the interest Lobby launched a campaign against Prime Minister Necmettin Erbakan and provoked reaction of the Military.#occupygezi,In 1997 the interest Lobby launched a campaign against Prime Minister Necmettin Erbakan and provoked reaction of the Military.#occupygezi,in DD the interest lobby launched a campaign against prime minister necmettin erbakan and provoked reaction of the httpAddress,"0
0
0",0,1,"
",,,Thu Jun 06 23:34:51 +0000 2013,FALSE
1657979279,"RT @sercil: Turkey needs support from the international community. Follow, Share, Stay tuned. #SesVerTrkiyeBulkeSahipsizDeil","RT @sercil: Turkey needs support from the international community. Follow, Share, Stay tuned. #SesVerTrkiyeBulkeSahipsizDeil",rt usrId turkey needs support from the international httpAddress follow share stay httpAddress #sesvertrkiyebulkesahipsizdeil,"0
0
0",0,1,"
",,,Sat Jun 01 00:32:39 +0000 2013,FALSE
1657979281,RT @madianou: good analysis and context on turkish protests http://t.co/mQ6oyDgihm http://t.co/smeRlDlCHG,RT @madianou: good analysis and context on turkish protests http://t.co/mQ6oyDgihm http://t.co/smeRlDlCHG,rt usrId good analysis and context on turkish protests httpAddress httpAddress,"0
1
0",0,0.6666,"
0
",0,1,Sun Jun 02 09:51:23 +0000 2013,FALSE
1657979283,RT @enisdurak35: Turkish police taking sd cards of protestor cameras #occupygezi #direngezipark http://t.co/sMl4xO6HBk,RT @enisdurak35: Turkish police taking sd cards of protestor cameras #occupygezi #direngezipark http://t.co/sMl4xO6HBk,rt usrId turkish police taking sd cards of protestor cameras #occupygezi #direngezipark httpAddress,"1
1
1",1,1,"0
1
0",0,0.6748,Fri May 31 16:57:06 +0000 2013,FALSE
1657979284,"RT @Greenpeace: Greenpeace joins peaceful Gezi protests in solidarity, and to protect the right to peaceful protest #occupygezi http://t.co","RT @Greenpeace: Greenpeace joins peaceful Gezi protests in solidarity, and to protect the right to peaceful protest #occupygezi http://t.co",rt usrId greenpeace joins peaceful gezi protests in solidarity and to protect the right to peaceful protest #occupygezi httpAddress,"1
1
1",1,1,"0
0
0",0,1,Fri May 31 21:59:41 +0000 2013,FALSE
1657979285,RT @carlbildt: Turkey needs dialogue in order to develop its democracy. EU expresses our concern. http://t.co/LwjP5N79I1,RT @carlbildt: Turkey needs dialogue in order to develop its democracy. EU expresses our concern. http://t.co/LwjP5N79I1,rt usrId turkey needs dialogue in order to develop its httpAddress eu expresses our httpAddress httpAddress,"0
0
0",0,1,"
",,,Sun Jun 09 21:09:38 +0000 2013,FALSE
1657979286,RT @nycjim: Child overcome by tear gas in hotel near #GeziPark. @Reuters photo by Yannis Behrakis. http://t.co/erhvJEbAWW http://t.co/NIhpa,RT @nycjim: Child overcome by tear gas in hotel near #GeziPark. @Reuters photo by Yannis Behrakis. http://t.co/erhvJEbAWW http://t.co/NIhpa,rt usrId child overcome by tear gas in hotel near httpAddress usrId photo by yannis httpAddress httpAddress httpAddress,"1
1
1",1,1,"1
1
1",1,1,Sun Jun 16 19:25:13 +0000 2013,FALSE
1657979287,That is like war meeeh http://t.co/e2g1EbeWwX meh dafuq what is this chemicals? #Occupygezi,That is like war meeeh http://t.co/e2g1EbeWwX meh dafuq what is this chemicals? #Occupygezi,that is like war meeh httpAddress meh dafuq what is this chemicals ? #occupygezi,"1
0
1",1,0.6667,"1
0",0,0.5082,Sat Jun 15 22:20:32 +0000 2013,FALSE
1657979289,RT @mehmetbinay: A little girl with her dad seeking refuge in a patisserie at Taksim square. @obasturk http://t.co/1lTXUjcPDu #direngezipar,RT @mehmetbinay: A little girl with her dad seeking refuge in a patisserie at Taksim square. @obasturk http://t.co/1lTXUjcPDu #direngezipar,rt usrId a little girl with her dad seeking refuge in a patisserie at taksim httpAddress usrId httpAddress #direngezipar,"1
1
1",1,1,"1
1
0",1,0.6594,Sat Jun 01 12:39:57 +0000 2013,FALSE
1657979290,@hahabri: I love Turkey bacon hella bomb ,@hahabri: I love Turkey bacon hella bomb ,usrId i love turkey bacon hella bomb,"0
0
0",0,1,"
",,,Fri May 31 16:07:34 +0000 2013,FALSE
1657979292,Turkey protests enter crucial phase http://t.co/Q1RuwEvhKK,Turkey protests enter crucial phase http://t.co/Q1RuwEvhKK,turkey protests enter crucial phase httpAddress,"1
0
1",1,0.6658,"0
0",0,1,Fri Jun 14 09:17:56 +0000 2013,FALSE
1657979295,"Bruce Willis : ""Let everyone know..Press in Turkey is not working..is people dying on the streets? Turkey is suffering! #dayangezipark","Bruce Willis : ""Let everyone know..Press in Turkey is not working..is people dying on the streets? Turkey is suffering! #dayangezipark",bruce willis let everyone httpAddress in turkey is not httpAddress people dying on the streets ? turkey is suffering ! #dayangezipark,"1
1
1",1,1,"0
1
0",0,0.6667,Sat Jun 01 08:53:11 +0000 2013,FALSE
1657979298,"RT: ""Our correspondent has just returned from Turkey."" Uh, what?","RT: ""Our correspondent has just returned from Turkey."" Uh, what?",rt our correspondent has just returned from httpAddress uh what ?,"0
0
0",0,1,"
",,,Tue Jun 11 20:27:57 +0000 2013,FALSE
1657979301,"RT @anubidal: RT pls!!!!! #DirenAnkara ""@AkinUnver: Police blocking the road to Ethem's funeral. Tell 1 good reason for doing this http://t","RT @anubidal: RT pls!!!!! #DirenAnkara ""@AkinUnver: Police blocking the road to Ethem's funeral. Tell 1 good reason for doing this http://t",rt usrId rt pls !! #direnankara akinunver police blocking the road to ethem s httpAddress tell D good reason for doing this httpAddress,"0
1
0",0,0.6648,"
0
",0,1,Sun Jun 16 10:43:25 +0000 2013,FALSE
1657979304,RT @HungryNTired: @rustyrockets Peoples bulldozer chases police Toma vehicles in Besiktas. #direngeziparki #occupygezi http://t.co/I3cLmgr,RT @HungryNTired: @rustyrockets Peoples bulldozer chases police Toma vehicles in Besiktas. #direngeziparki #occupygezi http://t.co/I3cLmgr,rt usrId usrId peoples bulldozer chases police toma vehicles in httpAddress #direngeziparki #occupygezi httpAddress,"1
1
1",1,1,"1
0
1",1,0.6666,Mon Jun 03 22:42:54 +0000 2013,FALSE
1657979306,"To anyone who may have known me as ""The GrillMaster"", I rightfully pass that title onto @rupert__06. He makes a mean turkey burger.","To anyone who may have known me as ""The GrillMaster"", I rightfully pass that title onto @rupert__06. He makes a mean turkey burger.",to anyone who may have known me as the grillmaster i rightfully pass that title onto httpAddress he makes a mean turkey httpAddress,"0
0
0",0,1,"
",,,Tue Jun 25 06:31:53 +0000 2013,FALSE
1657979308,"RT @coolhunting: Istanbul in photos, the Serpentine's new cloud, Cape Town's hailstorm and more in our weekly look at the web http://t.co/y","RT @coolhunting: Istanbul in photos, the Serpentine's new cloud, Cape Town's hailstorm and more in our weekly look at the web http://t.co/y",rt usrId istanbul in photos the serpentine s new cloud cape town s hailstorm and more in our weekly look at the web httpAddress,"0
0
0",0,1,"
",,,Sun Jun 09 22:49:48 +0000 2013,FALSE
1657979310,Ooppps spent way too much there.oh well least me an @dan2811 will be looking #reem ) in #turkey,Ooppps spent way too much there.oh well least me an @dan2811 will be looking #reem ) in #turkey,oopps spent way too much httpAddress well least me an usrId will be looking #reem in #turkey,"0
0
0",0,1,"
",,,Tue Jun 04 19:26:39 +0000 2013,FALSE
1657979312,"Is not bothered by the rain at all, we had a nice week of sun &amp; ill be back in it on Saturday when I get to Turkey #Bringiton","Is not bothered by the rain at all, we had a nice week of sun &amp; ill be back in it on Saturday when I get to Turkey #Bringiton",is not bothered by the rain at all we had a nice week of sun amp ,"0
0
0",0,1,"
",,,Tue Jun 11 08:17:07 +0000 2013,FALSE
1657979315,@SevincRende @ulkur thank you. I am hoping to list all protests/hard-facts since 1970s to see if/where #occupygezi differs,@SevincRende @ulkur thank you. I am hoping to list all protests/hard-facts since 1970s to see if/where #occupygezi differs,usrId usrId thank httpAddress i am hoping to list all httpAddress since 1970s to see httpAddress #occupygezi differs,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 03 09:27:00 +0000 2013,FALSE
1657979316,"Latvia v Turkey Volleyball European Championships Live Stream June 09, 2013 http://t.co/CPzKizPWM9","Latvia v Turkey Volleyball European Championships Live Stream June 09, 2013 http://t.co/CPzKizPWM9",latvia v turkey volleyball european championships live stream june 09 DD httpAddress,"0
0
0",0,1,"
",,,Sat Jun 08 05:40:52 +0000 2013,FALSE
1657979317,RT @BanuAkdenizli: This very well might be one of the most powerful images of #occupygezi: A whirling dervish in a gas mask https://t.co/Lv,RT @BanuAkdenizli: This very well might be one of the most powerful images of #occupygezi: A whirling dervish in a gas mask https://t.co/Lv,rt usrId this very well might be one of the most powerful images of #occupygezi a whirling dervish in a gas mask httpAddress,"1
1
1",1,1,"0
0
0",0,1,Mon Jun 03 07:31:33 +0000 2013,FALSE
1657979320,Think the police terror has ended in Turkey? Check the coverage of @HaberturkTV in Ankara this morning! @direngezi http://t.co/LTyjdHHtlr,Think the police terror has ended in Turkey? Check the coverage of @HaberturkTV in Ankara this morning! @direngezi http://t.co/LTyjdHHtlr,think the police terror has ended in turkey ? check the coverage of usrId in ankara this morning ! usrId httpAddress,"1
1
1",1,1,"0
0
0",0,1,Thu Jun 06 17:00:52 +0000 2013,FALSE
1657979321,RT @ReformedBroker: Turkey's stock market is down 20% in the last seven days. A seat on the exchange is now just an ottoman. (retires from ,RT @ReformedBroker: Turkey's stock market is down 20% in the last seven days. A seat on the exchange is now just an ottoman. (retires from ,rt usrId turkey s stock market is down 20 in the last seven httpAddress a seat on the exchange is now just an httpAddress retires from,"0
0
0",0,1,"
",,,Thu Jun 06 21:31:02 +0000 2013,FALSE
1657979324,"RT @WildestFacts: 1 sheep jumped off a cliff in Turkey &amp; 1500 sheep followed, only about 400 died because the other sheep feel on a soft pi","RT @WildestFacts: 1 sheep jumped off a cliff in Turkey &amp; 1500 sheep followed, only about 400 died because the other sheep feel on a soft pi",rt usrId D sheep jumped off a cliff in turkey amp ,"0
0
0",0,1,"
",,,Fri May 31 23:54:21 +0000 2013,FALSE
1657979327,"The police are trying to coax people into leaving Hilton, by telling them they won't be taken into custody. #occupygezi","The police are trying to coax people into leaving Hilton, by telling them they won't be taken into custody. #occupygezi",the police are trying to coax people into leaving hilton by telling them they won t be taken into httpAddress #occupygezi,"1
1
1",1,1,"0
1
1",1,0.6594,Fri May 31 20:37:29 +0000 2013,FALSE
1657979328,@bihteruykan RT @UtneReader: Protests throughout Turkey mapped based on compilation of news reports: http://t.co/3pbU3fSL2w via @visually,@bihteruykan RT @UtneReader: Protests throughout Turkey mapped based on compilation of news reports: http://t.co/3pbU3fSL2w via @visually,usrId rt usrId protests throughout turkey mapped based on compilation of news reports httpAddress via usrId,"0
0
0",0,1,"
",,,Fri Jun 14 16:22:15 +0000 2013,FALSE
1657979329,"Final Score: Italy - Turkey 46-66. Sottana 11, Ress 9; Dalgalar 10, Tuncluer 9, Alben 9, Hollingsworth 8.","Final Score: Italy - Turkey 46-66. Sottana 11, Ress 9; Dalgalar 10, Tuncluer 9, Alben 9, Hollingsworth 8.",final score italy turkey httpAddress sottana 11 ress 9 ,"0
0
0",0,1,"
",,,Thu Jun 20 19:31:11 +0000 2013,FALSE
1657979330,Turkish interior minister says 939 arrests made in more than 90 demonstrations across Turkey - @Reuters http://t.co/GDREUr0Q38,Turkish interior minister says 939 arrests made in more than 90 demonstrations across Turkey - @Reuters http://t.co/GDREUr0Q38,turkish interior minister says DD arrests made in more than DD demonstrations across turkey usrId httpAddress,"1
1
0",1,0.6871,"1
0
",0,0.5061,Sat Jun 01 19:48:07 +0000 2013,FALSE
1657979331,RT @TarkanNisanci: CNN_: Gezi-4 / Mehmet ali Alabora's lies and accusations about Turkiye and Tur...: http://t.co/BJNLqHp6yN CNN is a big l,RT @TarkanNisanci: CNN_: Gezi-4 / Mehmet ali Alabora's lies and accusations about Turkiye and Tur...: http://t.co/BJNLqHp6yN CNN is a big l,rt usrId cnn gezi 4 httpAddress mehmet ali alabora s lies and accusations about turkiye and httpAddress http httpAddresshttpAddresst . cohttpAddressbjnlqhp6yn cnn is a big l,"0
0
1",0,0.6667,"
0",0,1,Tue Jun 25 20:06:43 +0000 2013,FALSE
1657979332,TOWELS IMPORTED FROM TURKEY and TURKEY IMPORTED FROM MAaAaINE,TOWELS IMPORTED FROM TURKEY and TURKEY IMPORTED FROM MAaAaINE,towels imported from turkey and turkey imported from maaine,"0
0
0",0,1,"
",,,Wed Jun 05 12:44:40 +0000 2013,FALSE
1657979333,Erdogan defends riot police tactics in Turkey protests: ISTANBUL (Reuters) - Turkish Prime Minister Tayyip Erd... http://t.co/FSXwtnat7K,Erdogan defends riot police tactics in Turkey protests: ISTANBUL (Reuters) - Turkish Prime Minister Tayyip Erd... http://t.co/FSXwtnat7K,erdogan defends riot police tactics in turkey protests istanbul reuters turkish prime minister tayyip httpAddress httpAddress,"0
0
0",0,1,"
",,,Sun Jun 23 18:31:44 +0000 2013,FALSE
1657979334,"RT @zeynep_erdim: Crowd chants ""Gov't resign, in solidarity against fascism"" #istanbul #geziparki http://t.co/2L6IEVHn4N","RT @zeynep_erdim: Crowd chants ""Gov't resign, in solidarity against fascism"" #istanbul #geziparki http://t.co/2L6IEVHn4N",rt usrId crowd chants gov t resign in solidarity against fascism #istanbul #geziparki httpAddress,"1
1
1",1,1,"0
0
0",0,1,Fri May 31 20:11:17 +0000 2013,FALSE
1657979337,"""From Zero to Half a Billion"" Good piece by @Om about @jeffiel (awfully nice person) and @twilio ---&gt; http://t.co/DUY3uszvYi #occupygezi","""From Zero to Half a Billion"" Good piece by @Om about @jeffiel (awfully nice person) and @twilio ---&gt; http://t.co/DUY3uszvYi #occupygezi",from zero to half a billion good piece by usrId about usrId awfully nice person and usrId gt ,"1
1
1",1,1,"0
0
0",0,1,Sat Jun 08 23:45:47 +0000 2013,FALSE
1657979338,"Women at the forefront of Turkish protests: ""We are the women Erdogan would like to see staying at home."" http://t.co/cXjrLIQVuA #occupygezi","Women at the forefront of Turkish protests: ""We are the women Erdogan would like to see staying at home."" http://t.co/cXjrLIQVuA #occupygezi",women at the forefront of turkish protests we are the women erdogan would like to see staying at httpAddress httpAddress #occupygezi,"1
1
1",1,1,"0
0
0",0,1,Tue Jun 11 11:13:13 +0000 2013,FALSE
